INDEX,HS,CN,TARGET,VERSION
3288,"women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",Not all women are childlike. You have no right to make such a sweeping statement about them.,WOMEN,V6_sbf
3289,Women can be bitches: we don't want them around men.,"How about instead of saying they are bitches we praise them? The more empowered women become, the less dependent they are on men. And you would be happy to not see them around.",WOMEN,V6_sbf
3290,"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",Women are human and deserve respect. Don't you think so?,WOMEN,V6_sbf
3291,Women are just objects to be dominated by the will of a man.,I agree that women are often objects of sexual desire. But so are men. It is also important to recognize that women are often the victims of sexual assault. I think it is also important to recognize that women are human beings. And we all have the right to respect for our bodies.,WOMEN,V6_sbf
3317,Jewish people are featured in the top roles of most companies just because of their race.,"Jews work hard to get to where they are, just as anyone else does, and they don't deserve discrimination for this.",JEWS,V6_sbf
3318,"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.","Given similaries in cultures, including freedoms of speech and religion, you really need to provide some evidence for this statement.",JEWS,V6_sbf
3319,"I have heard that Jews can't be bothered work, I believe that it depends on their inferior race.",Perhaps it is time to give up on the notion of race and to regard the Jewish as a brilliant people who have contributed to the development of many sciences.,JEWS,V6_sbf
3320,"All jews are lazy, incompetent and unloved by their families.","Sorry, but I've never heard this sort of thing. Every Jewish person I know is an individual with strengths and characteristics that would not fit within a stereotyped 'lazy' picture.",JEWS,V6_sbf
3345,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,Gays are not animals. Why you should isolate people based on their sexual preferences?,LGBT+,V6_sbf
3346,Gay men aren't as strong as straight men.,"A gay man may be strong or weak, just like any other man. His worth do not vary. They are all human beings with human rights.",LGBT+,V6_sbf
3347,Gay men are basically violent criminals.,Are you talking about gay men being violent toward their partners? You should really check your facts.,LGBT+,V6_sbf
3348,Should we accept trans people? Nope. This is not a carnival.,"I don't see how accepting someone can be subject of discussion, let alone a 'carnival' matter.",LGBT+,V6_sbf
3349,Lesbian women are a blight on society.,"Why do you think so? Unfortunately, many lesbian women are victims of discrimination and violence, as are other women. Violence is a source of harm for people.",LGBT+,V6_sbf
3350,"Lesbians are a danger to society because of their actions. I might punch them in the face, to teach them what's right.",Violence is a crime and anyone found guilty will pay the price.,LGBT+,V6_sbf
3351,Trans men aren't worth being with.,"They are worth being with, they are humans like anybody else. And they are happy and content with their lives.",LGBT+,V6_sbf
3352,Transgender women are a burden to women.,Trans women are really good with any person. We are all different.,LGBT+,V6_sbf
3353,The gender we were born into is male or female. We can't change our bodies.,"I don't think so. We are not born believing in gender. And I don't think it is a ""burden"" to society if some people wish to change their bodies. And this isn't about being ""manly"" or ""femine"" either, I just think it is a matter of living our own lives.",LGBT+,V6_sbf
3354,Gender identity is determined by a person's biological sex. Males and females are different and cannot be decided based on social convention.,"Gender identity is not to be confused with biological sex. It's a social construct based on societal stereotypes that are strongly influenced by family, culture and other social factors. While each individual has the right to choose their gender, this doesn't mean that their biological sex is the same.",LGBT+,V6_sbf
3355,"Faggots are perverts and sinners, we need to track them down and save them.",You are entitled to your personal beliefs but I do not think that being gay is a something to be persecuted for.,LGBT+,V6_sbf
3356,Gays are just a bunch of disgusting pricks that shouldn't be allowed to love one another.,"Everyone has the right to their own private life. And love is an essential human need, no one is oppressing anyone else.",LGBT+,V6_sbf
3357,"I can't stand gay people. If one says they are perverts, he must be right.",Hate speech is hate speech no matter if the person attacked it is gay. You can't blame people for their sexual orientation.,LGBT+,V6_sbf
3358,Gays are nazis.,I don't think anyone can be homosexual and a nazi.,LGBT+,V6_sbf
3359,Gay men are worthless. I want to live in a society of worthy people.,"If you want people to be worthy like you, then you have to show respect for them. Not just by being kind to them, but by respecting their rights as human beings.",LGBT+,V6_sbf
3360,gay people are just a bunch of disturbed animals who should not exist in a modern society.,Homosexuality is not a mental disorder and has nothing to do with social problems. It is just a human sexual orientation among many.,LGBT+,V6_sbf
3361,"Gay sex is a public health emergency, it is harmful to both partners.",There is no evidence that 'gay sex' is more harmful than 'heterosexual sex'.,LGBT+,V6_sbf
3362,Gay sex is harmful to women and children.,"Women and children are not being harmed by gay sex, how could you think that's true?",LGBT+,V6_sbf
3363,LGBTs are sick. They should be isolated and medically cured.,"Although some people may be attracted to people of their gender rather than being ""conventionally attracted"" to the opposite gender, this does not imply that it is a sickness. LGBT are discriminated by uninformed people. That's grim.",LGBT+,V6_sbf
3365,Immigrants are not welcome here.,The vast majority of migrants who come to the UK are happy to work for the benefit of our country.,MIGRANTS,V6_sbf
3366,We need to stop migrants coming into our country. They are not welcome.,I don't think you can stop people from coming to the UK by banning them.,MIGRANTS,V6_sbf
3344,Transgenders want to rape our children.,"This is not true. Maybe you should be worried about the rise in hate crimes against LGBT+ people, incidents of which, since 2016 in Italy, have not been lower than 100 per year, .",LGBT+,V6_sbf
3343,We cannot allow transgender ideology to take over our country.,This is just another example of an offensive conspiratorial talking point. This is about persecuting a minority. Not my idea of a democratic country.,LGBT+,V6_sbf
3342,It is okay to be racist against LGBT+ people.,"That is exactly what is so evil about being a racist. Bringing hate together with the concept of race or any minority, even when it doesn't make sense.",LGBT+,V6_sbf
3330,Jewish folks are bad.,"This is not true. Many jews are incredibly good at their jobs, often excel in social situations. They are excellent in many communities. I don't see how being jewish would make you a worse human being.",JEWS,V6_sbf
3321,Anyone with half a brain can figure out that the Holocaust never happened.,"The holocaust happened. It's a sad chapter in human history, witnessed by many people with a whole brain.",JEWS,V6_sbf
3322,When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,"Those are the feelings of the privileged, who cannot bear the thought of people from other backgrounds. Would you say the same if it was your religious group that was the one left behind?",JEWS,V6_sbf
3323,Jewish folks are unable to love.,"Look, Jews were forced to live (and die) under Nazi oppression and have all the rights to feel enraged. Still, it doesn't mean that they are unable to love others, or that they are uncapable of forgiving.",JEWS,V6_sbf
3324,Jewish folks are inferior.,"Jews are not inferior. Many of them are good people, who have given their lives for the greater good of humanity.",JEWS,V6_sbf
3325,Judaism is a disease.,Jews are not diseased. What is the problem with accepting people of other faiths?,JEWS,V6_sbf
3326,"Jews can be bribed with public money, this is called bribery.","Anyone, regardless of their religion, who has ever tried to commit bribery knows how easy it is to get caught, because it is a crime. Jewish people are no exception.",JEWS,V6_sbf
3327,Jewish folks deserve violence.,"As humans, we all deserve respect and protection. Those who advocate violence belong to the darker times of the past.",JEWS,V6_sbf
3328,Jews are the real communists. They control the world.,How about we stop pretending the world is controlled by one people? Do you have any proof for your claim?,JEWS,V6_sbf
3329,If you are a Jew you are for sure involved in 9/11 planning. This is all about Race and 'Enlightenment'. Youe are all guilty until proven innocent.,"Even if it were true that some people are more prone to believe conspiracy theories, it is still true that we can all benefit from a shared perspective on things. And surely believing in factual evidence does that.",JEWS,V6_sbf
3331,Jewesses are a burden to society.,"What you are saying is that a certain gender is a burden to society because of their religion. So, is your argument not about women alone, but about you and your hatred of religion?",other,V6_sbf
3341,These faggots are trying to delegitimize women.,"So you think all gays are opposed to women? Then try asking them, or a lesbian, or a transgender person, or an intersex person, or an asexual person.",LGBT+,V6_sbf
3332,Gays are bad because they like to impose same-sex marriage to society so to please their own femininity desires.,"The real problem is not same-sex marriage, it is people being homophobic.",LGBT+,V6_sbf
3333,Trivialize gay men!,Why do you have to trivialize them? If you really cared about them you would understand that their lives are very difficult and they should be treated with respect. They are human beings who are worth more than we give them credit for.,LGBT+,V6_sbf
3334,"Gay men are perverts publicly condoning sexual violence, who have no place in a civilised society.",Gays are not 'publicly condoning sexual violence' and gay men deserve the same protection as all people.,LGBT+,V6_sbf
3335,"This is the new normal. We accept homosexuality in our schools and in our neighbourhoods. We accept it in our workplaces and in our houses. What is the problem? No problem, if we are not interested in a decent society.",People accept each other regardless of their private lives. The problem lies in discrimination.,LGBT+,V6_sbf
3336,I hate it when gay people think they can just 'mock' us with their 'sodomy'.,"Homosexuality is a not choice, but prejudice is.",LGBT+,V6_sbf
3337,Gay men engage in anal sex and they must be condemned.,"Anal sex can't be ostracized. If we consider the sexual activities of all people, then any person practicing anal sex should be blamed, following your reasoning.",LGBT+,V6_sbf
3338,"Gays are inherently evil, we cannot accept gays in our community.","I would not say that gays are inherently evil, you need to think carefully about what you are saying.",LGBT+,V6_sbf
3339,Gays are inherently evil. We cannot accept gays in our community. We cannot coexist with an infertile perversion that will put an end to our species.,I find the idea that LGBT people are inherently bad people deeply offensive. I find it deeply troubling that someone would want to persecute someone on the basis of their sexual orientation.,LGBT+,V6_sbf
3340,"We are not homophobes, we want to help them to become normal again.","This is another type of anti-gay prejudice, in that the source is a lack of understanding about LGBT and human rights.",LGBT+,V6_sbf
3270,We do not want Muslims in our country.,What do you mean by 'we'?,MUSLIMS,V6_sbf
3265,Islam is a religion that promotes oppression.,Islam is a peaceful religion. It is not about oppressing anyone.,MUSLIMS,V6_sbf
3150,Oh my gosh this fucking Muslims are disgusting! Where did they learn to act like this? I really don't like these guys! I hate these disgusting twats!,"I am not hating someone just because of their religion, or skin colour, or gender identity.",MUSLIMS,V6_sbf
3174,"Women need to have children, and if they don't want to they surely have mental issues.",The reason why a woman does not want to reproduce might be because she is happy just as she is.,WOMEN,V6_sbf
3177,women are not capable of holding a job,I do not think it's an absolute statement that a woman cannot hold a job. Do you have any evidence of that?,WOMEN,V6_sbf
3178,women can't have any right in a civilised society,"Women should have equal rights in a free society, without discrimination.",WOMEN,V6_sbf
3179,women must not have the right to choose,"To have the right to choose means to have equal rights and with full protections. Women have the right to choose, why should it be the other way around?",WOMEN,V6_sbf
3180,A woman should not be allowed to have an abortion. The man should decide for her.,"A person's right to have an abortion is a personal one. And if that person has the right to make her or his own choice, then they should have the right to do as they wish.",WOMEN,V6_sbf
3181,Women can't do certain jobs as well as men.,"It's not true that they are different. In fact, women are just as competent as men. Also, since we are in a democracy, we have the right to an equal distribution of jobs.",WOMEN,V6_sbf
3182,"Women are subhuman, they should be subsumed to men.","The equal and human status of women is defined by the international rights, so why would you say that?",WOMEN,V6_sbf
3183,Women need to do the housework and take care of the children because their bodies are made for this.,"What about men contributing more to the cost of childcare and housework, or taking a greater share of the taxes?",WOMEN,V6_sbf
3184,Women should stay at home and raise the children because we need them to do that.,"Children should be protected from harmful behaviour and sexism. If possible, both parents should take care of them.",WOMEN,V6_sbf
3185,"What is feminism? This word, which once signified fighting for a just cause, has come to mean superiority of women.",This word means equality between the sexes. Not superiority for women.,WOMEN,V6_sbf
3186,"If a woman wants an abortion, she is a bitch.","I don't know about you, but I think only a woman should have to choose whether or not she wants an abortion for herself. If a woman wants an abortion she should get one from a qualified medical professional.",WOMEN,V6_sbf
3187,Women shouldn't be treated as humans: they are all bitches.,"So you believe that all women are essentially the same? The human rights of individual women should be respected, don't you think?",WOMEN,V6_sbf
3188,Women are just worthless children,Women are people too! They have the same rights as men do!,WOMEN,V6_sbf
3189,Women have no value in a man's life.,"They're people just like you and me, they have feelings and thoughts and that's what counts.",WOMEN,V6_sbf
3190,Women are nothing but trouble. They should stay home and raise their children.,Women are human beings with human rights. They have the same responsibilities as any other human beings.,WOMEN,V6_sbf
3191,No one should honor or respect women. They don't deserve it.,"We have a legal and policy framework that ""enables"" us to do so. If women are being victims of sexual abuse and violence, then it is also our responsibility to address this situation and put an end to it.",WOMEN,V6_sbf
3193,I cannot bear the sight of women: they are devil's work!,"If you are offended by women showing loving care, by mothers kissing and holding their babies, then you can choose not to meet them. But I think this is just a reaction to the depiction of women you have made for yourself. Maybe you need to reflect on how true your reality is.",WOMEN,V6_sbf
3194,Men have the genetical superiority to treat women as shit.,"It doesn't matter who you are. Whether you're a man, a woman or transgender, women are to be treated as human beings.",WOMEN,V6_sbf
3195,"We must teach our children to consider women as inferior, because this is what they are.",The lesson you're teaching your children to be good citizens can be: observe the law and respect the rights of other people. Women are equal to men.,WOMEN,V6_sbf
3196,Feminists are bad for the family.,"Surely it can only be good to a family, especially if the mother is an independent woman?",WOMEN,V6_sbf
3197,Women are naturally inferiors and should be treated as such.,"Women are not naturally inferiors. They have the same rights as men, and the same responsibilities.",WOMEN,V6_sbf
3198,"All women are whining and complaining about men's rights, but they are really just whining and complaining about how they are not wanted. They only deserve it.","All women are entitled to be happy and fulfilled, this doesn't need to be proven. Why are you being doubtful about it?",WOMEN,V6_sbf
3176,Women aren't entitled to the same rights as men. They are inferior under the law.,"Women are not inferior under the law, nor men are. There can't be such thing as discrimination by sex, and women cannot be excluded from our society on the basis of their gender.",WOMEN,V6_sbf
3173,"Gypsies are lazy and they do not want to work, so why we help them?","This is not true, Romani people do also want to work. The right to work is a basic human right and should be protected.",other,V6_sbf
3263,muslim folks are taking over europe,"Muslims are not taking over Europe, they are just a small part of a much bigger community.",MUSLIMS,V6_sbf
3172,African women are nothing but objects to be dominated by the will of their dominant male.,"They are humans with human rights, and must therefore be treated with respect. Or is skin color making any difference?",other,V6_sbf
3151,Islam is a death cult!,Maybe if you had a closer look you'd see that it is a religion that has given so much to so many people and to our world.,MUSLIMS,V6_sbf
3152,Muslims are filthy animals and should be put in a cage.,"All people are born equal, regardless of their religion. This is what makes us all human: empathy and compassion towards others.",MUSLIMS,V6_sbf
3153,Muslims are not welcome here! They have nothing to contribute to our society!,The Muslims have been part of this country since its inception. They have contributed so much to our society. They are our brothers and sisters. They are our neighbours. They are our friends. To deny them this freedom is to deny humanity.,MUSLIMS,V6_sbf
3154,"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.","There are many Muslim people in this country, many good people. If you wanted to get to know Muslims you could start with any Muslim family that lives here. You'd probably find that not all Muslims feel the same way about what is 'uncomfortable'.",MUSLIMS,V6_sbf
3155,We are at war with Islam. They should all be killed.,"We are not at war with Islam. Islam is a religion, and people are free to choose which religion to follow.",MUSLIMS,V6_sbf
3156,All muslim folks are misogynists.,"I understand your concern about gender discrimination, but Islam is more than just a religion. It is also about equality and rights. Women are not second class citizens in it.",MUSLIMS,V6_sbf
3157,blacks are just a bunch of slobs,"They are human beings with hopes and dreams. No one should be slandering black people.Empathy and understanding is preferable to this redundant, divisive rhetoric",POC,V6_sbf
3158,Blacks do not want to work,There are many black people who want to work. Do you have any proof that they do not want to work?,POC,V6_sbf
3159,Africans are apes,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",POC,V6_sbf
3160,People of color are a drain on the system.,The vast majority of people of color are good people who have built our communities. So why would what you're saying be true?,POC,V6_sbf
3161,Blacks do not want to assimilate.,"Whites, Latinos, Asians and people from all over the world want to be part of our society. So do people of color.",POC,V6_sbf
3162,"African Americans are essentially animals, incapable of feeling love.",Imagine someone felt the same way about you and found you to be the antithesis of human because of your skin color?,POC,V6_sbf
3163,"Blacks are born subhuman, incapable of feeling love.","Are you saying that blacks cannot feel love? This is about human dignity, not the colour of their skin.",POC,V6_sbf
3164,Black folks aren't important and don't need any right.,For the last years black people have been denied basic rights and their representation has declined dramatically. Black people have become second class citizens. It is time to give black people back the basic rights they should have always had the right to enjoy.,POC,V6_sbf
3165,Blacks are genetically inferior,"This is not true. I would like to see intelligent, respectful people around, not people disrespecting anyone who has black skin.",POC,V6_sbf
3166,"Blacks do drugs, they're a menace to society, they're violent, they're stupid, and they should all be put in prison.",Drugs are only harmful to people using them and if you are a violent person you should be put in prison. Why should a group of people be put in prison for their private choices or skin color?,POC,V6_sbf
3167,Black folks are not attractive: they are just apes.,"Black people are still subject to oppression, and if we truly cared about beauty we should also care about the beauty of respect.",POC,V6_sbf
3168,Black people are just a bunch of animals that shouldn't exist in our world.,"Humans are born equal, and we all have the potential to be just as good as we want to be. Why do you think that some people are not human?",POC,V6_sbf
3169,Blacks are an abomination in human form. They should be exterminated.,We should stop discriminating against people based on their race. I find it hard to understand why the extermination of a race would be a solution for our problems.,POC,V6_sbf
3170,We should teach these black children that they are stupid,"The English language is a very powerful language for spreading knowledge, experience and love. Why should we use it to spread hate?",POC,V6_sbf
3171,Black folks cannot support their families. Their lives have no value.,I find this sort of social commentary distasteful. Black lives matter too!,POC,V6_sbf
3199,"Women don't have civil rights, they don't have human rights.","On the contrary, women do have rights. The question is, to have them respected. And this includes the right to be treated with human dignity.",WOMEN,V6_sbf
3200,"Women should not be allowed to vote, they are just a burden to society.","Just because they are not male, it does not mean that they should be discriminated against for who they are.",WOMEN,V6_sbf
3201,These crazy feminists want to turn our country into a shithole.,Most countries in the world have laws that specifically protect women's rights: this doesn't seem a nightmare scenario.,WOMEN,V6_sbf
3202,Women are sexual targets and their existence is devoted to satisfy men.,"Women should be protected and respected for who they are, not for the part they play in a man's life. They should be valued and protected equally. They are human beings just as men are.",WOMEN,V6_sbf
3237,Faggots: They are the problem. Luckily they are few.,Perhaps it is time you take a look at some of the profiles on dating site such as okcupid. You can see that many of the profiles are of gay men. BTW: gays do not appear to be the real problem here.,LGBT+,V6_sbf
3240,migrants are not welcome here,"Migrants come here for a better life, not to disturb people.",MIGRANTS,V6_sbf
3241,migrants are purposefully invading us.,This is just a myth. Many migrants come here because they are afraid of persecution in their home countries.,MIGRANTS,V6_sbf
3242,refugees are flooding in our country,"You are not aware of it, but in the last few months the number of migrants arriving in the UK has more than halved! [link]",MIGRANTS,V6_sbf
3243,Social problems are due to refugees.,"Let's face it: problems are caused by the economic crisis, unemployment, and lack of education. We can only help ourselves by helping others.",MIGRANTS,V6_sbf
3245,We are being invaded by illegal immigrants,"Not only are they not invading us, they are not even illegal immigrants.",MIGRANTS,V6_sbf
3246,"Migrants rape our girls, we should stop them.","Rape is a crime and should stopped, wherever the rapist was born.",MIGRANTS,V6_sbf
3247,migrants are not welcome in our country,"For a lot of people it is still their home country, and they are proud of it.",MIGRANTS,V6_sbf
3250,immigrants are bad,Why do you say this about immigrants? They are just people like us.,MIGRANTS,V6_sbf
3251,The immigrants in our country are just a burden. They take jobs that should be reserved for native-born citizens.,"Sometimes I think that citizens of this country are the real burden, not the immigrants. An additional problem is the lack of a political will from those in power to tackle the root causes of unemployment.",MIGRANTS,V6_sbf
3252,"These migrants are all criminals, rapists and drug addicts. They are not welcome here and should go back to their home countries.","This is not true. The refugees fleeing wars are often persecuted for their religion and culture, and even killed. Many of them have never harmed anyone, and their contribution is very valuable to our society.",MIGRANTS,V6_sbf
3253,"Those migrants are all criminals, rapists and drug addicts. They are not welcome here.","To be honest, we are not importing criminals, we are importing people who can contribute to the community and work hard to make it a better place.",MIGRANTS,V6_sbf
3254,"There are hundreds of thousands of migrants in this country. They are not 'honest', 'good' or 'good people'. They are a burden and an embarrassment to our country.","Of course there are people in this country who have come here to exploit and abuse us, but the vast majority of migrants have been contributing members of our community for many years. We should not be 'burdening' ourselves with discrimination.",MIGRANTS,V6_sbf
3255,Migrants have nothing to contribute to our society.,"The vast majority of immigrants to this country have been successful entrepreneurs, contributing greatly to our economy.",MIGRANTS,V6_sbf
3256,"muslim immigrants are animals, they cannot integrate.","If we want to integrate more, let's focus on getting more skilled and allowing in more people with relevant knowledge and experience. But let's not discriminate against people based on their religion.",other,V6_sbf
3257,muslim folks don't deserve to be in america.,"Islam is a religion and not a crime, and you can't take religion into account when it comes to evaluating people. Muslims have the full trust and confidence of the church. That's why they are represented in every role in our society. It is an honour to be able to work with people from different religions in a way that allows you to respect and understand their cultures.",MUSLIMS,V6_sbf
3258,You'd better shy away from Islam because they are dangerous.,"Your attitude about Islam is deeply flawed and you need to have a mature and open mind. Even if you find Islam repulsive, that does not mean you have to resort to irrational arguments to try and shut it down.",MUSLIMS,V6_sbf
3259,The West is sacrificing its values to the interests of some stupid Muslim.,"Values aren't defined by a single religious group, nor are in the hands of a few people. Values are constantly evolving, and the values of different societies are evolving together.",MUSLIMS,V6_sbf
3260,"The West became great thanks to the hard struggle for freedom, but now it is sacrificing its values to the interests of some stupid Muslim.","You mention the West's gruesome past, but it also contains many beautiful moments of progress and civilisation. In fact the West's values are constantly being challenged and modified, and this is what makes them so admirable and unchangeable.",MUSLIMS,V6_sbf
3261,Muslim are not welcome in UK.,"We should start to think about the equality of all people before the law, regardless of religion.",MUSLIMS,V6_sbf
3262,"I don't want a Muslim in my city hall, I'll do anything to prevent it.","If your intention is to take the city to court, then keep it up. But if your intention is to keep the city out of court, then you better not propose to have city halls in which Muslims are excluded.",MUSLIMS,V6_sbf
3236,"Faggots: unless they change, they are not welcome here.",I don't know why you would expect gay people to behave differently just because you don't like them. You should think about your friends as well: what would you do if they were gay?,LGBT+,V6_sbf
3235,lesbian women are unwanted,"Why don't you want to get to know people? Give them a chance. And if it makes you happy, then experience it!",LGBT+,V6_sbf
3234,Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,"Being gay is not a problem, being homophobic is.",LGBT+,V6_sbf
3216,Jews do not want our country. They would destroy it if given the choice.,"If we are talking about Jews then we should be talking about those who helped building our great country. And, as for wanting our country destroyed, that's only a myth perpetuated by antisemites to justify their hatred.",JEWS,V6_sbf
3203,Women mustn't work. It's a bad influence to have in a man's life.,"I am not sure why you think that way about women, they have all the same working rights as men . How do you think you would feel if you were being treated that way?",WOMEN,V6_sbf
3204,physically disabled folks are worth less than others,The people you are talking about are not worth less than others. In fact many of them are very hard-working and contributing members of society.,DISABLED,V6_sbf
3205,"I don't care if it is a man or a woman, if they are disabled they can't work.","It seems that your opinion does not consider that social inequality is a social problem. If we are going to talk abou tequality of opportunity and freedom from discrimination, then I think you would do well to be a little more considerate of the individual and their disabilities.",DISABLED,V6_sbf
3206,blind people don't know what's going on,I think the idea that people are blind because they were raised by communists or whatever is a figment of the far-right's imagination.,DISABLED,V6_sbf
3207,Mentally handicapped people are a burden and must be isolated: they don't have neither feelings nor awareness anyway.,We should not be so quick to dismiss the feelings of others. This can be a way for us to find a connection with people.,DISABLED,V6_sbf
3208,mentally disabled folks deserve to be abused,"This is not true, disabled people deserve to be protected from harm, they are people who face many issues already, let's not add emotional distress.",DISABLED,V6_sbf
3213,Jewish folks are frauds,"The idea that a people should be defined by their religious beliefs is wrong, racist and sexist. They are defined by their merits, qualities, and actions.",JEWS,V6_sbf
3214,"The Jews are a disease, they are literally killing our children.",What exactly do you mean by 'killing'? The Jews are not 'diseased'. If you really cared about our children you could do some research and come up with some credible statistics showing the impact of anti-Semitism instead.,JEWS,V6_sbf
3215,"Jews are basically rapists and sex abusers, and this is their religious dogma.","This religion has nothing to do with sexual violence or abuse, and it's dangerous to generalize everything into a religion.",JEWS,V6_sbf
3218,"Jews are a disease, they have no place in civilised Europe.",They have as much to contribute as anyone else.,JEWS,V6_sbf
3233,gay men are only about sex,Sex is a positive for all human beings. We should try to promote equality.,LGBT+,V6_sbf
3220,"Jews are not only here to oppress us, but to control the world.","Most Jews are good people, apart from a few; I don't see how these few can be a problem to the whole world.",JEWS,V6_sbf
3221,Jewry runs the world,"Of course they do! And also the Moon, Mars and all the solar system.",JEWS,V6_sbf
3223,Jews are just selfish.,Jews have always been concerned about the well-being of the community they live in and how can they be selfish when they suffered so much during Holocaust?,JEWS,V6_sbf
3224,"gay men are less than human, they are just child molesters",This is just fear-mongering and scare tactics to discredit trans people.,LGBT+,V6_sbf
3225,Gays are different from other people because of their sexual orientation. And deep down in their heart they despise themselves.,"You are the one making this ridiculous claim. Even if gay people love people of the same sex, they are happy with who they are.",LGBT+,V6_sbf
3226,"Gays are just a bunch of disgusting animals. You should have the same disgust for them that you have for cancer people, small pox, and TB.",This is just prejudice that is not based on facts.,LGBT+,V6_sbf
3227,In the Bible there are strictures on gays. And the Bible clearly states that those who engage in homosexuality are not fit to be with anyone else.,"We are accepting of gay, lesbian and trans people because we have God's laws on our side.",LGBT+,V6_sbf
3228,gay men aren't real men,"Your concept of what it is to be a 'real man' seems extremely limited.They are people with whom we can - and must - live in harmony and as equals, not as third class citizens.",LGBT+,V6_sbf
3229,gay men are just a bunch of liars who can't tell the truth about themselves.,"At the end of the day, lies are simply a way for them to survive in an homophobic world. If we were to act more humanely, then they would not need to hide the truth.",LGBT+,V6_sbf
3959,Black people are unable to raise children they should stop procreating.,You can't blame people of another ethnicity for procreating. That is how nature works.,POC,V6_kc
4290,Women should be oppressed: no one can see any value in them.,"Women should not be oppressed. Furthermore, women in Europe have been democratically elected to positions of power, so there are people who see value in them, don't you think?",WOMEN,V6_lab
3961,"Niggas are just influenced by their animal instinct, they are incapable to understan others' emotions.","Even if one were to claim that all African people are subhuman and incapable of feeling empathy, it is very difficult to prove this, since it is just a myth used for discrimination.",POC,V6_kc
4632,Muslim folks are inferior to whites.,Who decides what is and is not 'inferior'? Do you have any scientific proof?,MUSLIMS,V6_mix
4634,Muslims are all morally bad people.,"There is no need to separate people into 'morally good' and 'morally bad'. It is impossible to define someone as good or bad because Muslim or Christian, all religions are essentially personal beliefs.",MUSLIMS,V6_mix
4635,I can't stand Muslims. Why should I?,"Human rights are about respect for other people's beliefs, not hate against them.",MUSLIMS,V6_mix
4637,"Muslims should be banned, they are not like us.",All religions have value and should be accepted. What's the point of banning one faith?,MUSLIMS,V6_mix
4638,"Islam is a totalitarian ideology that promotes murder, rape and slavery.",Islam is a religion. It is a belief and a way of life. It is not a totalitarian ideology.,MUSLIMS,V6_mix
4639,Muslims are not welcome here. They are not like us and we don't want them.,What you are saying is that Muslims are not welcome in our country? Why shouldn't they be?,MUSLIMS,V6_mix
4641,Why should I believe what Muslims say? Islam is a violent religion.,"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",MUSLIMS,V6_mix
4642,Muslim folks are all suicide bombers.,How can you be sure that they are all terrorists if you can't find any evidence of terrorism in the actions of most of them?,MUSLIMS,V6_mix
4643,The Koran has no place in our country.,"I don't see how the Koran would not have a place in the UK. The Koran says to love your neighbor as yourself. It does not say to hate others because of their religion, as you seem to be doing.",MUSLIMS,V6_mix
4644,The Koran is a lie and an abominable book.,I find it very difficult to believe that the Quran is not honest and trustworthy. Have you ever read it?,MUSLIMS,V6_mix
4645,"Islam is not a peaceful religion, it is a cult of violence and it should be made illegal.","Islam is a peaceful religion. We should talk about it, not try to make people fear or abandon it.",MUSLIMS,V6_mix
4646,"Islam is a death cult, it is a violent religion that can't be tamed.","The Koran does not tolerate violence, peace is a part of the faith and for this it should be tolerated.",MUSLIMS,V6_mix
4649,Muslim folks are violent and should not live here.,The Muslim people who have lived here for generations have been amazing and friendly. We can learn a lot from them.,MUSLIMS,V6_mix
4650,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.","Muslims have the right to practice what they want, as long as they are not forcing others to live their way.",MUSLIMS,V6_mix
4651,Muslims have nothing to contribute to our society and aren't real British.,We are a country that is a mixture of different religions. You can be a Muslim and a British person. What you need is not discrimination but love.,MUSLIMS,V6_mix
4652,We should ban all Muslims from the UK.,Muslim-British people have contributed so much to our country. They are our brothers and sisters.,MUSLIMS,V6_mix
4653,Islam is a totalitarian doctrine that subverts the rights of its adherents and is incompatible with the laws of our country.,"The vast majority of Muslims are peaceful and tolerant law-abiding citizens, what you are saying has no foundation.",MUSLIMS,V6_mix
4654,"Black people are all diseased criminals, promiscuous sex addicts and thugs.","This is a generalisation. There is no evidence that black people are less healthy than other people, or that they have the characteristics you mentioned.",POC,V6_mix
4655,All black people are rapists and child molesters.,"I would be interested to see where you got the statement from. Is it from your family, a close friend, a religious leader, or is it from a reputable academic or media source?",POC,V6_mix
4656,Niggas are descending from slaves: they don't deserve to live in Britain.,"Slavery was banned in Britain in 1833. Today, people descending from those who were slaves feel at home in British society, and that's their right.",POC,V6_mix
4657,"If they are niggas, you can treat them as if they are scum.","Do you really think that someone's skin colour or nationality is a sign that they are scum, or inferior? It is just a little compassion that can lead you to better treatment in the world.",POC,V6_mix
4658,The world would be a better place without niggas.,"People of colour can exist here too. We just have different skin colours. And even if we all have different origins, this doesn't mean we shouldn't all be treated equally in society.",POC,V6_mix
